title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory,rental_count,like_count,book,member,affiliation,rental_requset_member,rental_requset_status,rental_requset_data,rental_status,over_due_status,return_date,reservation_count
박원순의 아름다운 가치사전,박원순,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00012795,330 박66ㅂ,"20~30대가 가장 존경하는 인물 중 한 명이며 정의와 합리, 상식과 창의가 넘치는 대한민국을 만들고자 거침없이 내달려온 박원순이 그의 인생을 통틀어 가장 소중하게 여기는 25가지의 가치를 모아 사전을 만들었다. 우리 사회의 대표적인 실천적 지식인 박원순이 정의로움, 용기, 창의, 열정, 나눔과 같은 평범하지만 소중한 가치의 중요성을 이 시대의 젊은이들과 공유하고자 집필한 책이다.",2011-09-30,https://image.aladin.co.kr/product/1321/10/cover500/8960864749_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
박원순의 아름다운 가치사전,박원순,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00012796,330 박66ㅂ c.2,"20~30대가 가장 존경하는 인물 중 한 명이며 정의와 합리, 상식과 창의가 넘치는 대한민국을 만들고자 거침없이 내달려온 박원순이 그의 인생을 통틀어 가장 소중하게 여기는 25가지의 가치를 모아 사전을 만들었다. 우리 사회의 대표적인 실천적 지식인 박원순이 정의로움, 용기, 창의, 열정, 나눔과 같은 평범하지만 소중한 가치의 중요성을 이 시대의 젊은이들과 공유하고자 집필한 책이다.",2011-09-30,https://image.aladin.co.kr/product/1321/10/cover500/8960864749_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
보통의 존재,이석원,달,대덕소프트웨어마이스터고등학교,EM00010798,814.6 이54ㅂ,"이석원 산문집. 서른여덟, 무명의 작가 이석원이 마치 현미경을 통해 들여다보듯 정밀하게 잡아낸 보통 사람의 내면과 일상의 풍경을 가득 담았다. 작고 사소한 것에서부터 인생에 있어서 거대하면서도 상투적인 주제들까지 하나도 지나치지 않고 내밀하게 파고들어가 아름답고 처연한 단상들을 만들어 냈다.",2009-11-04,https://image.aladin.co.kr/product/478/52/cover500/k752537539_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
어느날  파리에서 편지가 왔다,박재은,낭만북스,대덕소프트웨어마이스터고등학교,EM00010808,982.02 박73ㅇ,"글 쓰는 요리사 박재은이 파리의 멋과 맛을 전하며 서른두 가지의 낭만에 관한 질문들을 던지는 파리 여행기. 메마른 도시인들에게 보내는 낭만 사연들, 파리에서 지낸 날들의 에피소드들이  서른 두개의 본문과 열 개의 칼럼으로 펼쳐진다. 보르도, 부르고뉴, 샴페인 등 프랑스 3대 와인산지로 떠난 생생한 여행기, 파리 레스토랑에 관한 특별한 기억들, 300여 컷의 파리 사진들이 담겼다. 
",2009-11-01,https://image.aladin.co.kr/product/484/25/cover500/8996333905_2.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
미래를 바라보며,이케다다이사쿠,연합뉴스동북아센터,대덕소프트웨어마이스터고등학교,EM00010813,834 이874ㅁ,,2009-07-01,https://image.aladin.co.kr/product/433/58/cover500/8985802070_1.jpg,국내도서>에세이>외국에세이,0,0,1,,1,,False,,False,False,,0
인생기출문제집,강도하,북하우스,대덕소프트웨어마이스터고등학교,EM00010833,199.5 강25ㅇ,"우리 사회의 멘토급 선배들이 만든 인생에 대한 질문 모음집. 이십대의 후배들에게 자신들이 한 번쯤 고민한 문제들을 전수해주기 위해 21명의 선배들이 모였다. 그들은 이미 학자, 예술가, 연예인 등 우리 사회 각 분야에서 인정받는 어른들이지만, 이 책에서만큼은 기꺼이 이십대의 선배가 되어 경험에서 우러나온 88개의 질문을 던진다.",2009-10-15,https://image.aladin.co.kr/product/476/48/cover500/8956053871_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
프리덤 라이터스 다이어리,에린 그루웰,RHK알에이치코리아,대덕소프트웨어마이스터고등학교,IT00009967,846 그296ㅍ,"내일에 대한 꿈을 잃어버린 아이들에게 일어난 기적 같은 변화를 담은 성장 실화. 삭막한 사회에서 소외된 청소년들의 고민과 희망을 담은 책은 뉴욕타임스 논픽션 베스트 1위를 기록했고, 힐러리 스웽크 주연의 영화로 만들어졌다. 책은 스스로의 힘으로 희망을 찾고 미래를 변화시킨 아이들이 직접 써내려간 142편의 일기로 이루어져 있다.",2007-03-28,https://image.aladin.co.kr/product/90/39/cover500/8925507781_1.jpg,국내도서>에세이>외국에세이,0,0,1,,1,,False,,False,False,,0
김형석 수필선집,김형석,지식을만드는지식,대덕소프트웨어마이스터고등학교,IT00010000,814.6 김94ㄱ,,2017-08-10,https://image.aladin.co.kr/product/14227/0/cover500/k712532639_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
슈바이처의 유산,알베르트 슈바이처,시공사,대덕소프트웨어마이스터고등학교,EM00002695,510.99 슈42ㅅ,슈바이처 박사와 래리머 멜런이 주고 받은 편지를 묶은 서간집. 윌리엄 래리머 멜런 주니어는 슈바이처 박사의 삶에 감동을 받고 아이티 오지에 병원을 세워 남은 생애를 투신한 인물이다.,2003-11-01,https://image.aladin.co.kr/product/44/5/cover500/8952734467_1.gif,국내도서>에세이>일기/편지,0,0,1,,1,,False,,False,False,,0
슈바이처의 유산,알베르트 슈바이처,시공사,대덕소프트웨어마이스터고등학교,EM00003074,510.99 슈41ㅅ c.2,슈바이처 박사와 래리머 멜런이 주고 받은 편지를 묶은 서간집. 윌리엄 래리머 멜런 주니어는 슈바이처 박사의 삶에 감동을 받고 아이티 오지에 병원을 세워 남은 생애를 투신한 인물이다.,2003-11-01,https://image.aladin.co.kr/product/44/5/cover500/8952734467_1.gif,국내도서>에세이>일기/편지,0,0,1,,1,,False,,False,False,,0
히말라야를 넘는 아이들,마리아 블루멘크론,지식의숲,대덕소프트웨어마이스터고등학교,EM00002700,816 블237ㅎ,"해발 6,000미터의 히말라야를 넘어 달라이 라마가 있는 인도의 다람살라로 가는 일곱 명의 티베트 아이들, 돌커(6세), 페마(7세), 돈둡(8세), 치메(10세), 락파(10세), 탐딩(10세), 롭장(15세)의 눈물어린 여정의 기록이다.",2005-08-15,https://image.aladin.co.kr/product/57/95/cover500/8991762018_2.jpg,국내도서>에세이>외국에세이,0,0,1,,1,,False,,False,False,,0
빠빠라기  현대인들에게 던지는 투이아비 추장의 쓴소리,투이아비,하서출판사,대덕소프트웨어마이스터고등학교,EM00003009,199 투69ㅃ c.2,,,,,0,0,1,,1,,False,,False,False,,0
빠빠라기  현대인들에게 던지는 투이아비 추장의 쓴소리,투이아비,하서출판사,대덕소프트웨어마이스터고등학교,EM00003010,199 투69ㅃ c.3,,,,,0,0,1,,1,,False,,False,False,,0
 이해인 기도 시집 다른 옷은 입을 수가 없네,이해인,열림원,대덕소프트웨어마이스터고등학교,EM00005351,811.6 이92ㄷ c.3,"수녀이자 시인인 저자가 그 특유의 맑고 깨끗한 서정으로 이루어낸 기도집. 함께 발간한 <외딴 마을의 빈집이 되고 싶다>에는 깊고도 순결한 영혼의 자유를, 기도 시집 <다른 옷은 입을 수가 없네>에서는 신을 향한 수행자로서의 섬김과 봉사의 삶, 그리고 1월부터 12월까지의 주제기도가 담았다.",2014-07-21,https://image.aladin.co.kr/product/4688/52/cover500/8970638210_1.jpg,국내도서>소설/시/희곡>시>한국시,0,0,1,,1,,False,,False,False,,0
생일 1  장영희의 영미시산책,장영희씀,비채,대덕소프트웨어마이스터고등학교,EM00009765,841.09 장64ㅅ v.1 c.2,"<문학의 숲을 거닐다>의 장영희 교수의 문학 에세이. 셰익스피어부터 예이츠, T. S. 엘리엇, 에밀리 디킨슨, 로버트 프로스트 등 영미권 거장 시인들의 시와 더불어 우리 삶의 희로애락을 이야기한다. 조선일보에 '장영희의 영미시 산책'이라는 제목으로 연재되었던 칼럼들 중, 사랑에 관한 시를 다룬 49편의 글을 모았다.",2006-04-01,https://image.aladin.co.kr/product/63/92/cover500/8992036078_3.jpg,국내도서>에세이>독서에세이,0,0,1,,1,,False,,False,False,,0
 성전 탈무드,마빈 토케이어,아이템북스,대덕소프트웨어마이스터고등학교,EM00003058,239.3 토823ㅌ,"<탈무드>는 1만2천 쪽에 달하는 방대한 양의 저서로 유대 5천 년의 지혜와 슬기가 집대성 되어 있다. 
유대정신 문화의 근간으로 높이 평가됨은 물론 그들의 종교. 사상. 철학. 법률. 사회 민속에 이르기까지 광범위한 분야에 걸쳐 많은 정보를 폭넓게 제공한다. 인생을 살아가면서 풀기 어려운 갖가지 문제들을 독특한 철학과 인생관을 가지고 풀어내고 있는 책이다.",2016-03-25,https://image.aladin.co.kr/product/8143/31/cover500/k792434245_1.jpg,국내도서>에세이>명언/잠언록,0,0,1,,1,,False,,False,False,,0
셰익스피어 5대 희극,셰익스피어,아름다운날,대덕소프트웨어마이스터고등학교,EM00003066,842 셰69ㅅ c.2,"셰익스피어 전집 출간 400주년을 기념하여 셰익스피어 5대 희극 세트를 출간했다. 셰익스피어의 대표 희극 『한여름 밤의 꿈』, 『베니스의 상인』, 『좋으실 대로』, 『십이야』, 『헛소문에 큰 소동』을 엮었으며, 아든판의 운문적 특징을 우리말 리듬으로 고스란히 살려냈다.",2023-05-12,https://image.aladin.co.kr/product/31680/66/cover500/8937427745_1.jpg,국내도서>소설/시/희곡>희곡>외국희곡,0,0,1,,1,,False,,False,False,,0
D에게 보낸 편지,앙드레 고르,학고재,대덕소프트웨어마이스터고등학교,EM00003322,868 고238ㄷ,"2007년 9월 24일 전 세계 언론은 한 철학자와 그 아내의 죽음을 긴급히 타전했다. 프랑스의 대표적 지성 앙드레 고르(84세)가 불치병으로 고통 받아온 아내 도린(83세)과 함께 시신으로 발견된 것. 동반자살이었다. 폭발적인 추모 열기의 한가운데, 그가 자살하기 1년 전에 쓴 한 권의 책에 세계 출판계의 뜨거운 관심을 모았다.  여든세 살의 철학자가 죽음을 기다리는 아내에게 바친 아름다운 연서(戀書), <D에게 보낸 편지>였다.",2007-11-30,https://image.aladin.co.kr/product/101/29/cover500/8956250642_1.jpg,국내도서>에세이>외국에세이,0,0,1,,1,,False,,False,False,,0
버티는 삶에 관하여 허지웅 에세이,허지웅,문학동네,대덕소프트웨어마이스터고등학교,EM00017312,814.7 허78ㅂ c.2,"글쓰는 허지웅이 에세이집을 출간한다. 이 책에는 그의 어머니와 가족에 대한 기억, 20대 시절 그가 맨몸으로 세상에 나와 버틴 경험들과 함께, 소용돌이 가득한 이 시대에 한 사람의 평범한 사회인으로서 견디고 화내고 더 나은 세상의 가능성을 꿈꾸며 써내려왔던 글들이 오롯이 담겨 있다.",2014-09-26,https://image.aladin.co.kr/product/9958/15/cover500/k842536162_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
전부였던 사람이 떠나갔을 때 태연히 밥을 먹기도 했다,박근호,필름,대덕소프트웨어마이스터고등학교,IT00007370,814.7 박17ㅈ,"베스트셀러 <비밀편지>의 저자 박근호, 그의 첫 문집. 호흡은 짧지만 여운은 길게 이어지는 여러 편의 시와 읽기는 쉽지만 계속해서 생각나는 에세이, 74편을 담은 문집이다.",2018-02-22,https://image.aladin.co.kr/product/13469/61/cover500/k552532403_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
시를 잊은 나에게,윤동주,북로그컴퍼니,대덕소프트웨어마이스터고등학교,IT00011576,808.1 윤25ㅅ c.2,"아름다운 명시들을 책에 직접 따라 쓸 수 있게 구성한 ‘감성 라이팅북’이다. 한 편의 시를 읽고, 따라 쓰고, 다시 읊조리는 충만한 시간을 누려보자. 읽는 것만으로는 미처 헤아리지 못했던 시의 마음이 따라 쓰는 동안 한 올 한 올 풀어져 나와 새로운 집을 짓고 새로운 이야기를 들려준다.",2023-04-15,https://image.aladin.co.kr/product/31486/86/cover500/k202832238_1.jpg,국내도서>소설/시/희곡>시>한국시,0,0,1,,1,,False,,False,False,,0
너에게 하고 싶은 말,김수민,쌤앤파커스,대덕소프트웨어마이스터고등학교,IT00007198,818 김56ㄴ,"마음이 지쳤을 때, 하염없이 울고 싶을 때, 사람에게 상처받았을 때, 자꾸만 결심이 무너질 때, 당신에게 보내는 가슴 뭉클한 위로를 담은 책. 상처받은 영혼에 따끔한 말 한마디보다 따뜻한 위로로 기운을 먼저 북돋아주는 책이다.",2015-12-11,https://image.aladin.co.kr/product/7143/77/cover500/8965702917_2.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
너에게 하고 싶은 말,김수민,쌤앤파커스,대덕소프트웨어마이스터고등학교,IT00007199,818 김56ㄴ c.2,"마음이 지쳤을 때, 하염없이 울고 싶을 때, 사람에게 상처받았을 때, 자꾸만 결심이 무너질 때, 당신에게 보내는 가슴 뭉클한 위로를 담은 책. 상처받은 영혼에 따끔한 말 한마디보다 따뜻한 위로로 기운을 먼저 북돋아주는 책이다.",2015-12-11,https://image.aladin.co.kr/product/7143/77/cover500/8965702917_2.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
모든 순간이 너였다,하태완,위즈덤하우스,대덕소프트웨어마이스터고등학교,IT00007200,818 하883ㅁ,"전 세계 수많은 독자에게 진심 어린 위로를 건넨 <모든 순간이 너였다>가 출간 5주년을 기념하여 새롭게 출간되었다. 5년 전, 출간 즉시 온·오프라인 서점 베스트셀러 1위, 2018년 올해의 책으로 선정된 이 책은 “힘들 때마다 꺼내 읽는 책”, “사랑하는 이에게 그리고 나에게 선물하고 싶은 책“, ”내 인생의 위로 책“으로 불리며 여전히 많은 이에게 큰 사랑을 받고 있다.",2023-03-14,https://image.aladin.co.kr/product/31182/17/cover500/k072831858_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
가끔은 삶이 아프고 외롭게 할 때   김옥림 엔솔로지,김옥림,미래문화사,대덕소프트웨어마이스터고등학교,IT00007206,818 김65ㄱ,,,,,0,0,1,,1,,False,,False,False,,0
나는 천국을 보았다,이븐 알렉산더,김영사,대덕소프트웨어마이스터고등학교,EM00013617,844 알294ㄴ,2013년 국내 출간 이후 전국 모든 서점의 종합 베스트셀러에 오르며 독자들의 뜨거운 사랑을 받은 《나는 천국을 보았다》의 뉴에디션이 출간됐다. 이 책은 누구보다도 물질적이고 과학적인 세계관으로 살아가던 최고의 신경외과 의사가 실제로 겪은 임사체험 보고서다.,2024-01-15,https://image.aladin.co.kr/product/33148/10/cover500/8934968052_1.jpg,국내도서>에세이>외국에세이,0,0,1,,1,,False,,False,False,,0
멈추면  비로소 보이는 것들,혜민,쌤앤파커스,대덕소프트웨어마이스터고등학교,EM00013669,220.4 혜38ㅁ,"혜민 스님과 함께하는 내 마음 다시보기 <멈추면, 비로소 보이는 것들> 개정판. 300만 독자의 선택. 2012, 2013 종합베스트셀러 최장기간 1위, 네티즌의 뽑은 올해의 책 1위, 선물하기 좋은 책 1위, 도서관 대출순위 1위 등 수많은 기록을 세우며 꾸준한 사랑을 받고 있다.",2017-03-15,https://image.aladin.co.kr/product/10535/22/cover500/s732635620_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
살아 있는 뜨거움,김미경,21세기북스,대덕소프트웨어마이스터고등학교,EM00017479,814.6 김38ㅅ,"<언니의 독설>의 저자 김미경의 첫 번째 에세이. <언니의 독설>에서 직설적이고 때로는 솔직한 직설적 화법으로 여성들에게 '독설'을 전파했다면, <살아 있는 뜨거움>에서는 '운명'이라는 키워드를 가지고 독자와 소통하고자 한다.",2014-02-10,https://image.aladin.co.kr/product/3626/5/cover500/8950954400_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
혜민스님의 따뜻한 응원,혜민,수오서재,대덕소프트웨어마이스터고등학교,IT00011578,818 혜38ㅎ,"많은 이에게 용기와 지혜, 고요의 시간을 선물한 혜민 스님의 잠언을 엮은 365일 달력. SNS 3백만 팔로워들의 아침을 열어주는 <혜민 스님의 따뜻한 응원>을 책상이나 머리맡에 두고 한 장 한 장 넘기며 하루를 시작하는 마음을 정돈할 수 있다.",2019-11-26,https://image.aladin.co.kr/product/22017/93/cover500/k382636813_3.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
멋진 하루,다이라아즈코,문학동네,대덕소프트웨어마이스터고등학교,EM00011865,833.6 다68ㅁ,"국내에 처음으로 소개되는 일본 작가 다이라 아즈코의 데뷔작. 천성적인 유머 감각과 뛰어난 인물 창조력으로 인기를 모으고 있는 지은이는 광고대행사, 영화관 등에서 일하다 마흔여섯 살 늦은 나이에 단편 '멋진 하루'로 데뷔, 제79회 올요미모노( 신인상을 수상하며 본격적인 작품활동을 시작했다.",2004-09-17,https://image.aladin.co.kr/product/51/62/cover500/8982818723_1.jpg,국내도서>소설/시/희곡>세계의 문학>일본문학,0,0,1,,1,,False,,False,False,,0
비로소 내 마음의 적정 온도를 찾다,정여울,해냄,대덕소프트웨어마이스터고등학교,IT00015938,814.7 정64ㅂ c.2,50만 독자가 사랑한 작가 정여울이 헨리 데이비드 소로처럼 도심 속 일상에서 자신만의 주체적이고 건강하며 자연친화적인 삶을 어떻게 살 것인지 고민한 흔적을 담은 에세이. 더불어 직접 소로의 고향인 콩코드 지역과 월든 호수를 다녀온 기록을 생생한 사진으로 담아내 소로의 흔적과 정취를 느껴볼 수 있다.,2022-02-28,https://image.aladin.co.kr/product/28996/27/cover500/k462836128_1.jpg,국내도서>에세이>독서에세이,0,0,1,,1,,False,,False,False,,0
광고천재 이제석,이제석,학고재,대덕소프트웨어마이스터고등학교,IT00011543,326.14 이74ㄱ,"뉴욕으로 건너간 지 2년만에 세계 유수의 국제 광고제에서 무려 29개의 메달을 휩쓴 한국인 이제석. 이 책은 광고천재라는 별명을 얻은 이제석의 광고 세계와 아이디어 필살기, 뉴욕에서의 삶과 직업정신에 대한 단상 등을 다룬다.",2014-08-30,https://image.aladin.co.kr/product/4488/10/cover500/8956252297_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
 소중한 것은 한 글자로 되어 있다 한 글자,정철,허밍버드,대덕소프트웨어마이스터고등학교,EM00017490,814.6 정83ㅎ,"언제나 '사람'을 먼저 이야기해 온 카피라이터 정철의 에세이. 오로지 1음절로 이루어진 글자들만으로 책 한 권을 꾸렸다. 한 글자로 시작해 한 글자로 놀다가 한 글자로 끝난다. 사람 사는 세상, 우리네 인생을 오로지 1음절 글자들에 비추어 읽고 또 썼다.",2014-08-01,https://image.aladin.co.kr/product/4414/71/cover500/6000819812_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
도시를 걷는 사회학자,정수복,문학동네,대덕소프트웨어마이스터고등학교,EM00017493,818 정56ㄷ,,,,,0,0,1,,1,,False,,False,False,,0
 시골 의사의  아름다운 동행,박경철,리더스북,대덕소프트웨어마이스터고등학교,EM00011673,818 박14ㅇ,"시골 외과의사가 병원이라는 풍경 속에서 깊고 따뜻한 시선으로 건져 올린 62편의 에피소드를 1, 2권에 걸쳐 엮은 에세이. 눈부시게 아름다운 예비신부가 결혼을 앞둔 어느 날 사고로 한쪽 다리를 절단한 사연부터 너무나 사랑했지만 가난 때문에 헤어져야 했던 친구가 결국엔 자살로 생을 마감한 이야기까지, 소설이나 영화보다 더 극적인 우리 이웃들의 삶이 풍경화처럼 고스란히 담겨있다.",2011-10-01,https://image.aladin.co.kr/product/1336/47/cover500/890113120x_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
그대 이름 내 가슴에 숨 쉴때까지,이외수,해냄,대덕소프트웨어마이스터고등학교,EM00011748,811.6 이65ㄱ,"작가 이외수가 30년 문학인생 중 펴낸 단 두 권의 시집, <풀꽃 술잔 나비>(1987년)와 <그리움도 화석이 된다>(2000년)에 실린 138편의 시를 묶어 한 권의 책에 담았다. 각각의 수록작을 '사랑과 그리움'을 주제로 재편집하고, 양장본으로 새롭게 펴냈다. 책의 말미에는 산문 '작가가 말하는 작품 세계'란 제목의 산문을 함께 실었다.",2006-12-12,https://image.aladin.co.kr/product/86/41/cover500/8973377884_1.jpg,국내도서>소설/시/희곡>시>한국시,0,0,1,,1,,False,,False,False,,0
꼬닥꼬닥 걸어가는 이 길처럼,서명숙,북하우스(문학동네),대덕소프트웨어마이스터고등학교,EM00011785,818 서34ㄲ,"놀멍 쉬멍(놀며 쉬며) 걷는 길, 꼬닥꼬닥(느릿느릿 천천히) 걷는 길 '제주올레길'. 대한민국에 '올레 신드롬'을 불러일으킨 장본인, 걷는 길 내는 여자 '서명숙 제주올레 이사장'이 전하는 제주올레를 만드는 사람들 이야기, 제주올레를 사랑한 올레꾼들 이야기, 날마다 올레스럽게 진화 중인 제주올레 이야기들을 담은 책이다.",2010-08-09,https://image.aladin.co.kr/product/751/69/cover500/8956054789_1.jpg,국내도서>에세이>명사에세이>기타 명사에세이,0,0,1,,1,,False,,False,False,,0
신곡 천국편,단테 알리기에리,민음사,대덕소프트웨어마이스터고등학교,IT00003068,808 세14 v.152 c.3,,2007-08-05,https://image.aladin.co.kr/product/96/57/cover500/8937461528_3.jpg,국내도서>소설/시/희곡>시>외국시,0,0,1,,1,,False,,False,False,,0
파한집,이인로,신원문화사,대덕소프트웨어마이스터고등학교,IT00003200,813.5 이68ㅍ c.3,,1994-07-01,https://image.aladin.co.kr/product/15/25/cover500/8908061134_1.jpg,국내도서>고전>우리나라 옛글>산문,0,0,1,,1,,False,,False,False,,0
너 하나만 보고 싶었다,나태주,詩와에세이,대덕소프트웨어마이스터고등학교,IT00013292,811.7 나883ㄴ,풀꽃 시인 나태주 시인 시집. 2020년 계간 『시에』에 연재한 시편으로 코로나19의 엄중한 사회적 거리두기 현실 속에서도 꿈과 희망을 잃지 않길 바라는 마음을 오롯이 담고 있다. 그것은 나태주 시인의 시 정신으로 한평생 꾸준하게 시를 쓰게 하는 연유이기도 하다.,2021-03-23,https://image.aladin.co.kr/product/26761/80/cover500/k282730482_1.jpg,국내도서>소설/시/희곡>시>한국시,0,0,1,,1,,False,,False,False,,0
이 순간이 끝나지 않았으면 좋겠어,꼬닐리오,위즈덤하우스,대덕소프트웨어마이스터고등학교,IT00013295,818 꼬198이,"네이버 그라폴리오 조회수 1,000만에 빛나는 꼬닐리오의 두 번째 그림 에세이. 볼살 통통 소녀와 토실토실 토끼가 한층 따뜻하고 섬세한 이야기로 마음을 어루만져 준다. 오늘을 살아가는 힘이 되어주는 어린 날의 추억, 평범해서 더욱 빛나는 일상의 찰나가 꼬닐리오만의 순수하고 귀여운 그림을 통해 아련한 추억으로 거듭난다.",2018-03-19,https://image.aladin.co.kr/product/13787/13/cover500/k072532926_1.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
이 순간이 끝나지 않았으면 좋겠어,꼬닐리오,위즈덤하우스,대덕소프트웨어마이스터고등학교,IT00013296,818 꼬198이 c.2,"네이버 그라폴리오 조회수 1,000만에 빛나는 꼬닐리오의 두 번째 그림 에세이. 볼살 통통 소녀와 토실토실 토끼가 한층 따뜻하고 섬세한 이야기로 마음을 어루만져 준다. 오늘을 살아가는 힘이 되어주는 어린 날의 추억, 평범해서 더욱 빛나는 일상의 찰나가 꼬닐리오만의 순수하고 귀여운 그림을 통해 아련한 추억으로 거듭난다.",2018-03-19,https://image.aladin.co.kr/product/13787/13/cover500/k072532926_1.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
신곡 지옥편,단테 알리기에리,민음사,대덕소프트웨어마이스터고등학교,IT00003060,808 세14 v.150,죽음 이후를 그리는 장대한 상상력으로 구원을 열망하는 인간의 조건을 그린 작품. '중세의 암흑을 깨고 근대의 여명을 밝힌 지식인'으로 평가받는 이탈리아의 시인 단테가 쓴 장편 서사시이다. 단테가 정치적 활동으로 인해 고향 피렌체에서 추방당한 뒤 세상을 떠나기까지 20여 년에 걸친 유랑 기간 중에 집필되었다.,2007-08-05,https://image.aladin.co.kr/product/96/57/cover500/s937461501_3.jpg,국내도서>소설/시/희곡>시>외국시,0,0,1,,1,,False,,False,False,,0
신곡 연옥편  연옥편 단테 알리기에리의 코메디아 ,단테알리기에리,민음사,대덕소프트웨어마이스터고등학교,IT00003063,808 세14 v.151,,2007-08-05,https://image.aladin.co.kr/product/96/57/cover500/893746151x_3.jpg,국내도서>소설/시/희곡>시>외국시,0,0,1,,1,,False,,False,False,,0
신곡 천국편,단테 알리기에리,민음사,대덕소프트웨어마이스터고등학교,IT00003066,808 세14 v.152,,2007-08-05,https://image.aladin.co.kr/product/96/57/cover500/8937461528_3.jpg,국내도서>소설/시/희곡>시>외국시,0,0,1,,1,,False,,False,False,,0
백석 평전,안도현,다산책방,대덕소프트웨어마이스터고등학교,IT00013128,810.099 안25ㅂ c.4,"백석 평전. 스무 살 무렵부터 백석을 짝사랑하고, 백석의 시가 ""내가 깃들일 거의 완전한 둥지""였으며 어떻게든 ""백석을 베끼고 싶었다""고 고백하는 안도현 시인은 그동안 백석에게 진 빚을 조금이라도 갚기 위해, 그를 직접 만나는 방식이 될 수 있을 거라고 생각하며 백석의 생애를 복원했다.",2014-06-09,https://image.aladin.co.kr/product/4172/39/cover500/1130602761_1.jpg,국내도서>소설/시/희곡>문학의 이해>한국문학론>한국작가론,0,0,1,,1,,False,,False,False,,0
오늘은 나를 위한 날이야,꼬닐리오,위즈덤하우스,대덕소프트웨어마이스터고등학교,IT00013291,818 꼬198ㅇ c.2,"소중한 순간들을 따뜻하고 귀여운 그림으로 담아내어 많은 사람들을 위로하고 있는 작가 꼬닐리오. 이번 책에서는, 모두 힘든 상황이지만 그래도 우리가 살아가는 일상에서 느낄 수 있는 위로와 행복이 많다는 것, 그리고 우리 모두는 소중한 존재이고 언제나 사랑스럽다는 사실을 전하고 있다.",2021-05-20,https://image.aladin.co.kr/product/27170/52/cover500/k612731645_1.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
 꼬닐리오의 그래도 너를 사랑한단다,꼬닐리오,예담,대덕소프트웨어마이스터고등학교,IT00013294,818 꼬198ㄱ c.2,"빈틈 많은 토끼와 가분수 소녀의 토실토실 말랑말랑 추억동화. 섬세하고 소박한 연필 그림과 추억 돋는 글로 네이버 조회수 700만을 넘어서며 많은 사랑을 받고 있는 꼬닐리오 작가의 작품이, 아날로그적인 감성을 더한 종이책으로 재탄생되었다.",2016-10-14,https://image.aladin.co.kr/product/9405/90/cover500/8959130672_1.jpg,국내도서>에세이>사진/그림 에세이,0,0,1,,1,,False,,False,False,,0
모래알만 한 진실이라도,박완서,세계사,대덕소프트웨어마이스터고등학교,IT00013364,814.7 박65ㅁ c.3,박완서가 우리 곁을 떠난 지 10년째 되는 해를 맞이하여 그녀의 산문 660여 편을 모두 꼼꼼히 살펴보고 그중 베스트 35편을 선별했다. 작품 선정에만 몇 개월이 걸린 이 책에는 박완서 에세이의 정수가 담겨 있다.,2020-12-07,https://image.aladin.co.kr/product/25964/44/cover500/s262935469_1.jpg,국내도서>에세이>한국에세이,0,0,1,,1,,False,,False,False,,0
