title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory,rental_count,like_count,book,member,affiliation,rental_requset_member,rental_requset_status,rental_requset_data,rental_status,over_due_status,return_date,reservation_count
과학의 순교자,이종호,사과나무,대덕소프트웨어마이스터고등학교,EM00013700,404 이75ㄱ,"우리나라 역사상 중요한 업적을 남겼으면서도 불운하게 생을 마감해야 했던 조선시대 과학자들의 삶과 그들의 과학적 성취를 다룬 책이다. 견고한 유교사회에서, 또 끊임없는 당쟁의 회오리 속에서 조선의 과학자들은 기득권 세력과 사회적 편견과 싸우고 소신을 굽히지 않았다.",2018-02-26,https://image.aladin.co.kr/product/13405/61/cover500/8967260288_1.jpg,국내도서>과학>과학의 이해>과학사/기술사,0,0,1,,1,,False,,False,False,,0
바이러스 행성,칼 짐머,위즈덤하우스,대덕소프트웨어마이스터고등학교,EM00013746,475.54 짐34ㅂ,코로나19의 유행 이후 바이러스가 무엇이기에 우리의 삶을 흔드는지 궁금해하는 사람들이 많아졌다. '세계에서 가장 명민한 과학 저술가' 칼 짐머는 이책에서 바이러스의 이모저모를 이해하기 쉽게 설명한다.,2021-10-20,https://image.aladin.co.kr/product/28163/4/cover500/k562835960_1.jpg,국내도서>과학>생명과학>생명과학,0,0,1,,1,,False,,False,False,,0
빅브라더를 향한 우주전쟁,강진원,지식과감성,대덕소프트웨어마이스터고등학교,EM00013751,443.1 강78ㅂ,10년 넘게 우주전문기자로 살면서 ‘우주박사’가 된 저자가 우주로의 꿈을 펼치는 아이들과 함께 우주탐험을 떠난다. 재미있고 쉽게 우주 탐험을 시작할 수 있다.,2013-04-22,https://image.aladin.co.kr/product/2596/19/cover500/8998336898_1.jpg,국내도서>과학>천문학>우주과학,0,0,1,,1,,False,,False,False,,0
 서민의 기생충 열전,서민,을유문화사,대덕소프트웨어마이스터고등학교,EM00019235,511.6 서38ㄱ c.2,착하거나 나쁘거나 이상한 기생충들에 얽힌 신비하고 독특한 이야기를 재미있게 풀어 가는 이 책은 100명 중 2.6명 ~ 3명이 감염된 결코 낮지 않은 현재의 감염률로 보거나 회나 정력 음식을 좋아하는 우리나라 식문화를 볼 때 꼭 필요한 교양서이다.,2013-07-15,https://image.aladin.co.kr/product/2865/95/cover500/8932472130_1.jpg,국내도서>과학>생명과학>생물학,0,0,1,,1,,False,,False,False,,0
십대  별과 우주를 사색해야 하는 이유,이광식,더숲,대덕소프트웨어마이스터고등학교,EM00013771,443 이15ㅅ,"저자 이광식은 여러 기관들을 통해 좋은 책으로 선정된 바 있는 <천문학 콘서트>를 출간한 이후, 과학고등학교와 대안학교들로부터 많은 강의요청을 받아왔다. 이 책은 그때 실제 이루어졌던 강의 내용을 책으로 엮은 것이다.",2013-01-10,https://image.aladin.co.kr/product/2239/57/cover500/8994418504_1.jpg,국내도서>과학>천문학>쉽게 배우는 우주,0,0,1,,1,,False,,False,False,,0
대수와 함께하는 여행 초등3 초등5 ,미국수학교사협의회,경문사,대덕소프트웨어마이스터고등학교,EM00013733,410 미16ㄷ,,2008-09-01,https://image.aladin.co.kr/product/255/38/cover500/8961050478_1.jpg,국내도서>과학>수학>수학 일반,0,0,1,,1,,False,,False,False,,0
 한치의 의심도 없는 진화 이야기,션 B. 캐럴,지호 출판사,대덕소프트웨어마이스터고등학교,EM00009807,470 캐294ㅈ,"진화의 증거들, ‘진화가 실제로 어떻게 일어나는지’를 보인다. ‘적자’가 어떻게 생존하느냐를 넘어, 적자가  어떻게 ‘탄생’하는지를 그린다. 그동안은 주로 동물의 해부학적이거나 생리적인 차이를 통하여 진화를 설명했지만 이제는 DNA 자료를 이용해 유전암호의 어떤 부분에 어떤 변화가 일어났는지를 볼 수 있다.",2008-10-20,https://image.aladin.co.kr/product/269/34/cover500/895909045x_1.jpg,국내도서>과학>생명과학>생명과학,0,0,1,,1,,False,,False,False,,0
 정재승의 과학 콘서트,정재승,어크로스,대덕소프트웨어마이스터고등학교,EM00019230,404 정73ㄱ,"한국 과학책의 대표적 베스트셀러 《정재승의 과학 콘서트》 개정증보판. 그동안 머나먼 우주의 운동이나 눈에 보이지 않는 미시 세계에 머물렀던 물리학은 이제 사람이 만들어내는 행동 패턴, 즉 ‘복잡한 사회현상’에 눈길을 보내고 있다.",2020-07-07,https://image.aladin.co.kr/product/24397/0/cover500/k762630315_2.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
 400년의 파란만장 사회와 수학,나카다노리오,경문사,대덕소프트웨어마이스터고등학교,EM00013688,410 나872ㅅ,"인류 역사에서, 특히 지난 400년간의 혁명적 발전의 시기마다 사회가 안고 있던 문제를 해결했던 것은 다름 아닌 수학이라는 사실을 소개하며, 수학이 인류 역사 발전에 얼마나 많은 공헌을 했는지를 수학과 사회의 관계를 중점으로 하여 살펴보고 “수학이란 무엇인가”에 대해 알아보았다.",2020-10-30,https://image.aladin.co.kr/product/25460/51/cover500/k632633722_1.jpg,국내도서>대학교재/전문서적>자연과학계열>수학,0,0,1,,1,,False,,False,False,,0
호모사이언스 1,EBS과학혁명의이정표제작팀,지식채널,대덕소프트웨어마이스터고등학교,EM00013690,400 이48ㅎ v.1,"과학과 한층 더 가까워지도록 돕는 교양서. 우주의 탄생에서부터 유전에 이르기까지를 하나의 서사로 연결하여, 우리 인간이 과학과 떼려야 뗄 수 없는 불가분의 관계를 맺고 있음을 생생하고 알기 쉽게 보여준다.",2013-12-05,https://image.aladin.co.kr/product/3358/59/cover500/8952770714_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
호모사이언스 2,EBS다섯개의열쇠제작팀,지식채널,대덕소프트웨어마이스터고등학교,EM00013691,400 이48ㅎ v.2,미국과 유럽 유수의 기관 연구원이거나 대학교 교수로 활동 중인 여성 과학자 다섯 명이 쓴 자전적 에세이다. 어린 시절 가졌던 꿈에서부터 고민 많던 청년기를 지나 해외로 나가 공부하고 연구하면서 겪었던 좌절과 희망의 이야기를 허심탄회하게 털어놓는다.,2022-01-17,https://image.aladin.co.kr/product/28667/92/cover500/k492836869_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
수학자의 뒷모습 1  태초에 수학이 있었네  그리스 중국 인도 아라비아,허민,경문사,대덕소프트웨어마이스터고등학교,IT00003770,410.9 허38ㅅ v.1,,,,,0,0,1,,1,,False,,False,False,,0
누가 미적분을 어렵다고 하는가,미적분연구회,경문사,대덕소프트웨어마이스터고등학교,EM00014434,410 미74ㄴ c.2,"귀와 눈으로 미적분을 이해할 수 있도록 구성되어 있다. 글로 설명된 내용을 읽어가며 귀로 배우고, 같은 내용을 그림으로 나타내어 눈으로 쉽게 이해할 수 있도록 알려준다. 그리고 1장에서는 미적분을 친숙하게 느낄 수 있도록 기원과 생활 속에서 찾을 수 있는 미적분을 설명한다. 2장과 3장은 각각 미분과 적분을 기초가 되는 개념부터 차근차근 설명한다. 마지막으로 4장에서 미적분이 사용되고 있는 여러 현상이나 법칙들을 알려준다.
",2011-01-24,https://image.aladin.co.kr/product/876/34/cover500/8961053477_1.jpg,국내도서>과학>수학>수학 일반,0,0,1,,1,,False,,False,False,,0
이만근 교수의 수학 오디세이 1,이만근,21세기북스,대덕소프트웨어마이스터고등학교,IT00003779,410 이32ㅇ v.1,"<이만근 교수의 수학오디세이 1> 개정판. 2년 동안 세 번에 걸쳐 이루어진 여행기다. 수학과 여행기를 혼합한 것으로, 수학이 태어난 곳을 직접 찾아가 수학자의 자취와 향기를 느끼면서 그의 수학적 발견이 갖는 문화적 의미를 새긴다.",2016-08-10,https://image.aladin.co.kr/product/8982/1/cover500/896105984x_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
누가 미적분을 어렵다고 하는가,미적분연구회,경문사,대덕소프트웨어마이스터고등학교,EM00014437,410 미74ㄴ c.5,"귀와 눈으로 미적분을 이해할 수 있도록 구성되어 있다. 글로 설명된 내용을 읽어가며 귀로 배우고, 같은 내용을 그림으로 나타내어 눈으로 쉽게 이해할 수 있도록 알려준다. 그리고 1장에서는 미적분을 친숙하게 느낄 수 있도록 기원과 생활 속에서 찾을 수 있는 미적분을 설명한다. 2장과 3장은 각각 미분과 적분을 기초가 되는 개념부터 차근차근 설명한다. 마지막으로 4장에서 미적분이 사용되고 있는 여러 현상이나 법칙들을 알려준다.
",2011-01-24,https://image.aladin.co.kr/product/876/34/cover500/8961053477_1.jpg,국내도서>과학>수학>수학 일반,0,0,1,,1,,False,,False,False,,0
 서민의 기생충 열전,서민,을유문화사,대덕소프트웨어마이스터고등학교,EM00013757,511.6 서38ㄱ,착하거나 나쁘거나 이상한 기생충들에 얽힌 신비하고 독특한 이야기를 재미있게 풀어 가는 이 책은 100명 중 2.6명 ~ 3명이 감염된 결코 낮지 않은 현재의 감염률로 보거나 회나 정력 음식을 좋아하는 우리나라 식문화를 볼 때 꼭 필요한 교양서이다.,2013-07-15,https://image.aladin.co.kr/product/2865/95/cover500/8932472130_1.jpg,국내도서>과학>생명과학>생물학,0,0,1,,1,,False,,False,False,,0
 피타고라스가 들려주는 피타고라스의 정리 이야기,백석윤,자음과모음,대덕소프트웨어마이스터고등학교,IT00003641,410 백54ㅍ v.03,"기원전 6세기경 활동했던 고대 그리스의 유명한 수학자 피타고라스가 ‘피타고라스의 정리’를 발견하게 되는 것으로부터 시작해, 현재 학교 수학에서 다루는 피타고라스의 정리와 관련된 원리와 개념을 피타고라스 자신이 요즈음의 수학 교사가 되어 직접 학생들에게 들려주고 있다.",2025-06-05,https://image.aladin.co.kr/product/36504/37/cover500/895445223x_1.jpg,국내도서>어린이>과학/수학/컴퓨터>초등 수학,0,0,1,,1,,False,,False,False,,0
페르마의 마지막 정리,사이먼 싱,영림카디널,대덕소프트웨어마이스터고등학교,IT00003774,412.9 싱52ㅍ,피타고라스 시대부터 ‘수학의 아름다움’에 미쳐버린 사람들의 꿈을 한 편의 ‘드라마’로 엮어놓은 이 책은 수학에 친숙하지 못한 독자들에게 <페르마의 마지막 정리>가 갖고 있는 역사와 명멸해 간 위대한 천재들의 치열한 삶을 흥미롭게 펼쳐놓는다.,2022-07-25,https://image.aladin.co.kr/product/29808/65/cover500/8984012556_1.jpg,국내도서>과학>수학>수학자의 생애,0,0,1,,1,,False,,False,False,,0
수냐의 수학 영화관   영화로 수학 읽기  수학으로 세상 읽기,김용관,궁리출판,대덕소프트웨어마이스터고등학교,IT00003786,410.4 김65ㅅ,"<수냐의 수학카페> 1, 2권을 출간한 김용관 저자가 이번에는 수학과 영화를 접목한 <수냐의 수학영화관>을 들고 나왔다. 드라마 [넘버스]를 보며 통계를 설명하며, 영화 [소셜 네트워크]에서 멱함수분포를 인용하며 질문을 던진다.",2013-03-05,https://image.aladin.co.kr/product/2447/9/cover500/8958202491_2.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
 만화로 쉽게 배우는 선형대수,Shin Takahashi,BM성안당,대덕소프트웨어마이스터고등학교,IT00010224,412.85 신872ㅅ,"모든 이공계 인들이 선형대수에 쉽게 다가갈 수 있게 도와준다. 선형대수의 전체적인 내용을 파악하게 하는 것을 목표로, 실제 강의를 받거나 교과서에 기록되어 있는 복잡한 계산, 증명을 피해 최대한 알기 쉽도록 설명해주고 있다.
",2020-02-12,https://image.aladin.co.kr/product/23312/57/cover500/8931589018_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
만화로 쉽게 배우는 푸리에 해석,시부야미치오,성안당,대덕소프트웨어마이스터고등학교,IT00010236,410 시46ㅁ,"푸리에 해석의 이름을 빌린 참고서다. 푸리에 해석은 자칫 잘못하면 책이 온통 수식 투성이가 되어버리는 수가 있는데, 저자는 그런 구성을 피하고, 만화로 쉽게 독자들에게 다가가며, 재미있는 한 편의 이야기를 통해 푸리에 해석을 담아내고 있다.",2024-01-10,https://image.aladin.co.kr/product/19874/75/cover500/8931588216_2.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
 만화로 쉽게 배우는 회귀분석,Shin Takahashi,BM성안당,대덕소프트웨어마이스터고등학교,IT00010243,410 신821ㅎ,"회귀분석, 중회귀분석, 로지스틱회귀분석으로 나누고, 실생활에서 응용할 수 있는 간단한 예를 통해 회귀분석에 대한 전반적인 흐름을 이해할 수 있도록 만화로 구성하였다. 또 마지막 장에는 엑셀을 활용하여 각각의 회귀분석을 실행하는 방법을 제시하였다.",2020-03-05,https://image.aladin.co.kr/product/23527/40/cover500/8931589239_2.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
김대식의 빅퀘스천,김대식,동아시아,대덕소프트웨어마이스터고등학교,IT00005908,001.3 김23ㄱ c.3,"KAIST 뇌과학자 김대식이 이야기하는 우리 시대 31가지 위대한 질문. 뇌의 작동 원리와 인간 사회의 작동 원리를 과학적으로 명쾌하게 풀어내 이해를 도우면서 철학과 문학, 역사, 신화의 사례를 자유자재로 넘나들어 이해를 돕는다.",2014-12-03,https://image.aladin.co.kr/product/4971/69/cover500/896262088x_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
만화와 함께 하는 즐거운 통계학,그래디 클라인,에이콘,대덕소프트웨어마이스터고등학교,IT00006062,310 클292ㅁ c.2,"통계의 기본을 만화로 정리한 책이다. 흥미진진한 캐릭터들이 통계를 통해 자신의 문제를 해결해 나가는 과정을 따라가다 보면, 통계가 왜 필요한지, 어떻게 사용되는지를 단편적인 지식에 머무르지않고 전체적인 맥락 속에서 확인할 수 있을 것이다.",2013-11-29,https://image.aladin.co.kr/product/3321/52/cover500/8960774944_1.jpg,국내도서>과학>수학>확률/통계학,0,0,1,,1,,False,,False,False,,0
일하는 수학,시노자키 나오코,타임북스,대덕소프트웨어마이스터고등학교,IT00006068,410 나65ㅇ,25가지 직업 속에 숨은 수학 개념들에 대한 이야기를 저자의 경험담에 빗대어 들려주는 책이다. 저자는 우리 주변에서 쉽게 볼 수 있는 25가지 일에서 필요한 수학 지식을 통해 수학이 우리 삶 속에서 어떻게 적용되고 실생활과 얼마나 밀접한지 알려주고 있다.,2016-08-29,https://image.aladin.co.kr/product/9089/97/cover500/8928636787_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
